id,indicator,type,description,severity,first_seen,confidence
2260,195.37.166.7,ip,Auto-generated indicator,medium,2025-11-17,0.65
2261,181.10.166.27,ip,Auto-generated indicator,low,2021-06-16,0.87
2262,4a907aa924e67243ba852aa40b3d3d9a,hash,Auto-generated indicator,low,2023-02-25,0.68
2263,8060e0d5d0e486435008ce7df72d97d5,hash,Auto-generated indicator,low,2021-02-27,0.53
2264,135.105.45.41,ip,Auto-generated indicator,low,2025-03-06,0.75
2265,5.192.69.180,ip,Auto-generated indicator,medium,2024-12-07,0.55
2266,suspicious1524.com,domain,Auto-generated indicator,low,2025-03-27,0.79
2267,111.142.49.77,ip,Auto-generated indicator,medium,2025-08-15,0.98
2268,25.6.69.51,ip,Auto-generated indicator,medium,2021-09-04,0.7
2269,3e444f1dd92b86e742c45bdd5dcd8c5d,hash,Auto-generated indicator,medium,2023-08-18,0.46
2270,suspicious6371.net,domain,Auto-generated indicator,low,2022-01-10,0.67
2271,49.90.145.122,ip,Auto-generated indicator,medium,2023-10-20,0.69
2272,180.126.234.196,ip,Auto-generated indicator,low,2021-09-03,0.79
2273,147564860d60349a6c07f41fb0609680,hash,Auto-generated indicator,low,2022-03-08,0.89
2274,accounts5634.com,domain,Auto-generated indicator,low,2025-05-28,0.74
2275,9adf0b29a71fc2c2b37a30d335eb4d54,hash,Auto-generated indicator,low,2024-04-14,0.99
2276,76b804c53669d2bde5b185b14a4863ea,hash,Auto-generated indicator,low,2022-03-25,0.95
2277,portal4588.info,domain,Auto-generated indicator,medium,2022-08-01,0.89
2278,183.94.172.202,ip,Auto-generated indicator,low,2024-02-25,0.67
2279,service3321.com,domain,Auto-generated indicator,high,2023-09-27,0.84
2280,24.19.117.47,ip,Auto-generated indicator,high,2025-05-26,0.97
2281,420f3c7a7ec4100795ca8c659a9da1f0,hash,Auto-generated indicator,low,2022-02-08,0.77
2282,8942323ac98aa6afb68ceea5e31c5dc8,hash,Auto-generated indicator,low,2025-07-27,0.43
2283,113.80.15.139,ip,Auto-generated indicator,low,2025-07-19,0.88
2284,21.29.154.57,ip,Auto-generated indicator,critical,2022-08-10,0.79
2285,174.186.175.250,ip,Auto-generated indicator,low,2022-02-04,0.93
2286,malicious7486.net,domain,Auto-generated indicator,high,2026-02-11,0.74
2287,147.143.25.254,ip,Auto-generated indicator,medium,2023-08-24,0.44
2288,78f67d35a827baf72bdbedbae7e8ccdd,hash,Auto-generated indicator,medium,2022-07-12,0.59
2289,43.176.160.116,ip,Auto-generated indicator,medium,2022-02-07,0.55
2290,accounts4223.net,domain,Auto-generated indicator,medium,2024-12-03,0.5
2291,234.166.127.63,ip,Auto-generated indicator,medium,2025-12-26,0.9
2292,dd4821ca53f7e844330f707213983256,hash,Auto-generated indicator,medium,2023-10-07,0.56
2293,82ee4a9bb4d78befce26e1fa541488b6,hash,Auto-generated indicator,critical,2025-11-15,0.92
2294,update6253.net,domain,Auto-generated indicator,low,2024-12-22,0.62
2295,service4877.net,domain,Auto-generated indicator,medium,2022-07-24,0.44
2296,benign7570.com,domain,Auto-generated indicator,low,2025-06-12,0.63
2297,128.222.150.93,ip,Auto-generated indicator,low,2023-12-16,0.43
2298,354ba5e7cadd1e60f69dfa3da5dfbbd1,hash,Auto-generated indicator,low,2024-03-12,0.82
2299,secure3727.org,domain,Auto-generated indicator,medium,2023-01-16,0.54
2300,benign2365.org,domain,Auto-generated indicator,medium,2021-11-04,0.48
2301,a3443fd8344912fb4a549563a4351420,hash,Auto-generated indicator,high,2022-06-29,0.68
2302,accounts1079.info,domain,Auto-generated indicator,critical,2025-02-15,0.67
2303,service8727.net,domain,Auto-generated indicator,low,2021-02-24,0.58
2304,4442a6250bcbfb4d43828014ac19fb9b,hash,Auto-generated indicator,medium,2022-06-02,0.7
2305,benign9688.com,domain,Auto-generated indicator,low,2021-05-06,0.84
2306,130.20.146.175,ip,Auto-generated indicator,medium,2022-11-07,0.79
2307,ed864bfe4a1129aaeb73abcac4d50deb,hash,Auto-generated indicator,medium,2021-08-01,0.62
2308,2d84e6eb336ab9ee623dc38fd1771f27,hash,Auto-generated indicator,medium,2021-02-23,0.72
2309,secure6676.org,domain,Auto-generated indicator,medium,2023-01-29,0.67
2310,service9539.com,domain,Auto-generated indicator,low,2024-08-18,0.44
2311,update5479.com,domain,Auto-generated indicator,low,2023-12-01,0.91
2312,7217ad0f502b108eb46fcdceaddead4f,hash,Auto-generated indicator,medium,2021-03-30,0.71
2313,secure5865.info,domain,Auto-generated indicator,medium,2021-05-13,0.8
2314,service5848.com,domain,Auto-generated indicator,low,2026-05-14,0.62
2315,7ab51093062a401f9704308d2b7e6b5b,hash,Auto-generated indicator,medium,2022-10-14,0.96
2316,login6214.org,domain,Auto-generated indicator,low,2024-09-02,0.63
2317,3944571741d3f40e332a7c875d1dfa3d,hash,Auto-generated indicator,critical,2022-10-05,0.65
2318,78b2616c0b24174f6d2f044d0004d84b,hash,Auto-generated indicator,low,2022-11-14,0.67
2319,202.110.178.87,ip,Auto-generated indicator,high,2020-12-16,0.41
2320,accounts9741.net,domain,Auto-generated indicator,medium,2022-11-20,0.77
2321,login3978.info,domain,Auto-generated indicator,medium,2025-08-23,0.56
2322,241.231.255.247,ip,Auto-generated indicator,low,2021-05-25,0.91
2323,benign3952.com,domain,Auto-generated indicator,high,2024-07-06,0.95
2324,9506f73c0842661acb79a5566b321e40,hash,Auto-generated indicator,high,2024-08-16,0.45
2325,234.104.241.113,ip,Auto-generated indicator,medium,2024-01-24,0.62
2326,184.147.89.56,ip,Auto-generated indicator,low,2022-04-05,0.55
2327,5c24a4825d8f3c691e101095ca2e22f4,hash,Auto-generated indicator,high,2025-03-03,0.76
2328,c6bb9285c9e7199bab6011defb7688bd,hash,Auto-generated indicator,high,2023-09-19,0.6
2329,portal629.org,domain,Auto-generated indicator,medium,2023-08-03,0.67
2330,8a8c3b9c2ea397574ee04aad4493f714,hash,Auto-generated indicator,high,2024-03-11,0.91
2331,secure6138.info,domain,Auto-generated indicator,low,2026-01-18,0.6
2332,f6c28eb2b69e1270d55791701a6508ec,hash,Auto-generated indicator,medium,2023-11-08,0.97
2333,a99e379d2c133f6d436a02690c386bf5,hash,Auto-generated indicator,low,2025-08-25,0.61
2334,40.215.22.53,ip,Auto-generated indicator,high,2024-01-25,0.71
2335,3472752700d356c4b133d9a4346da8af,hash,Auto-generated indicator,critical,2024-06-01,0.72
2336,portal2615.org,domain,Auto-generated indicator,low,2024-10-16,0.73
2337,bdc59a139fa0ac51b43c639d426a6892,hash,Auto-generated indicator,medium,2024-03-18,0.86
2338,login7517.org,domain,Auto-generated indicator,low,2024-02-10,0.88
2339,238.62.150.95,ip,Auto-generated indicator,low,2026-04-18,0.57
2340,bc7ea795d60db3b9291b0d0b46c119c1,hash,Auto-generated indicator,high,2023-04-03,0.44
2341,4a1f5754844d937d4fc0a2df79666a74,hash,Auto-generated indicator,low,2025-03-09,0.47
2342,service2562.com,domain,Auto-generated indicator,high,2025-09-29,0.46
2343,151.161.91.81,ip,Auto-generated indicator,low,2024-07-20,0.64
2344,205dace93b3eeadf4f6bf22b1a647cbe,hash,Auto-generated indicator,low,2023-05-06,0.42
2345,login4501.com,domain,Auto-generated indicator,high,2024-11-22,0.51
2346,4160dcd52e37a9e43762900220fb2c4e,hash,Auto-generated indicator,high,2021-08-04,0.94
2347,secure6624.com,domain,Auto-generated indicator,low,2022-06-14,0.57
2348,portal4062.net,domain,Auto-generated indicator,low,2022-03-11,0.96
2349,secure9109.com,domain,Auto-generated indicator,high,2022-03-05,0.87
2350,update5765.com,domain,Auto-generated indicator,high,2025-09-08,0.96
2351,update4921.info,domain,Auto-generated indicator,medium,2021-10-17,0.4
2352,b5467a5fdde1f4415dc34756228e88cd,hash,Auto-generated indicator,medium,2022-04-04,0.96
2353,a1c9bd17d689e4044f90f5330d596145,hash,Auto-generated indicator,medium,2024-07-25,0.5
2354,2565f31c1442632123e5e53c0ed22966,hash,Auto-generated indicator,medium,2026-03-04,0.95
2355,suspicious2674.net,domain,Auto-generated indicator,high,2025-01-20,0.56
2356,1945cbbe2e583dd792b68e0813197845,hash,Auto-generated indicator,medium,2025-11-27,0.84
2357,cbd6080d50f26e5de5af1080c2cb7bbb,hash,Auto-generated indicator,low,2021-02-06,0.74
2358,secure6336.info,domain,Auto-generated indicator,medium,2023-05-17,0.68
2359,80.12.14.53,ip,Auto-generated indicator,low,2023-02-13,0.41
2360,0a5233b6cf30883b7f41fb15d2e3122b,hash,Auto-generated indicator,low,2022-04-15,0.78
2361,accounts8321.info,domain,Auto-generated indicator,low,2020-12-11,0.48
2362,accounts1706.com,domain,Auto-generated indicator,low,2023-10-11,0.77
2363,116.187.244.238,ip,Auto-generated indicator,low,2024-09-22,0.45
2364,773bb600bfc1b0a5b249152a38c243ec,hash,Auto-generated indicator,medium,2024-05-16,0.41
2365,secure2811.org,domain,Auto-generated indicator,medium,2022-12-22,0.55
2366,3f0e675cee3e6a0f6d5546d2f0db825c,hash,Auto-generated indicator,critical,2024-08-15,0.85
2367,237.192.11.215,ip,Auto-generated indicator,low,2025-06-15,0.63
2368,service5055.org,domain,Auto-generated indicator,critical,2022-11-20,0.54
2369,208.213.219.119,ip,Auto-generated indicator,medium,2024-10-05,0.64
2370,92055c9c4b2cd46eadac7703f94ead89,hash,Auto-generated indicator,low,2024-05-25,0.57
2371,251e9ee454067fbe5d8ddc8e93cd7a23,hash,Auto-generated indicator,high,2024-09-26,0.59
2372,portal173.net,domain,Auto-generated indicator,low,2020-12-18,0.71
2373,ad193a195742964a7d0370ba978e2efe,hash,Auto-generated indicator,high,2021-09-15,0.51
2374,62.247.152.148,ip,Auto-generated indicator,low,2020-11-27,0.63
2375,120.65.128.154,ip,Auto-generated indicator,low,2025-07-26,0.72
2376,portal4650.com,domain,Auto-generated indicator,low,2025-01-14,0.46
2377,103.82.127.212,ip,Auto-generated indicator,medium,2024-01-18,0.91
2378,11.131.193.112,ip,Auto-generated indicator,low,2022-07-15,0.5
2379,accounts2531.info,domain,Auto-generated indicator,low,2021-01-23,0.8
2380,portal2641.com,domain,Auto-generated indicator,low,2024-12-30,0.62
2381,75.233.67.172,ip,Auto-generated indicator,low,2021-10-14,0.49
2382,benign7620.info,domain,Auto-generated indicator,high,2021-06-29,0.66
2383,f0ac08947a3d10648bdb9c319bf558fc,hash,Auto-generated indicator,medium,2024-05-03,0.8
2384,5e374f389885ab9dec61b155c74d4489,hash,Auto-generated indicator,high,2026-01-08,0.42
2385,portal2202.net,domain,Auto-generated indicator,low,2024-08-28,0.55
2386,suspicious5187.org,domain,Auto-generated indicator,medium,2021-08-29,0.96
2387,service4392.net,domain,Auto-generated indicator,low,2025-04-06,0.72
2388,251.0.165.72,ip,Auto-generated indicator,high,2025-12-06,0.46
2389,180.104.66.132,ip,Auto-generated indicator,low,2023-02-07,0.56
2390,6df415533d5e2e0cda7eef1c67e21678,hash,Auto-generated indicator,low,2023-02-21,0.7
2391,47.90.42.121,ip,Auto-generated indicator,medium,2023-07-01,0.72
2392,ea1e94fa2609a65cbb1d0e3ad31c27c3,hash,Auto-generated indicator,medium,2021-04-22,0.77
2393,benign8339.info,domain,Auto-generated indicator,medium,2024-08-20,0.49
2394,154.172.171.25,ip,Auto-generated indicator,low,2025-09-02,0.71
2395,accounts4396.org,domain,Auto-generated indicator,low,2022-05-12,0.42
2396,158.235.98.228,ip,Auto-generated indicator,low,2025-09-16,0.8
2397,60.48.95.187,ip,Auto-generated indicator,medium,2021-02-21,0.79
2398,update1154.org,domain,Auto-generated indicator,low,2025-11-30,0.46
2399,aca6b2c441d8c3071a9d8f2786df1acd,hash,Auto-generated indicator,low,2022-03-05,0.98
2400,58f9c44e32a72b478db1bc7e4d25c920,hash,Auto-generated indicator,low,2022-08-16,0.5
2401,79e5314c45cfb85ca26959a82ab8c4d0,hash,Auto-generated indicator,low,2025-07-26,0.66
2402,76.183.212.53,ip,Auto-generated indicator,low,2022-09-03,0.98
2403,portal169.com,domain,Auto-generated indicator,low,2023-10-15,0.53
2404,813b1bc9c97b3bd766c9ff4075ec6e46,hash,Auto-generated indicator,medium,2022-01-05,0.6
2405,benign8524.info,domain,Auto-generated indicator,medium,2022-06-27,0.89
2406,portal2241.org,domain,Auto-generated indicator,low,2021-09-27,0.6
2407,64.163.43.69,ip,Auto-generated indicator,critical,2025-09-18,0.94
2408,portal256.net,domain,Auto-generated indicator,medium,2021-09-21,0.61
2409,benign3618.info,domain,Auto-generated indicator,low,2024-08-17,0.4
2410,login9344.net,domain,Auto-generated indicator,low,2021-07-06,0.71
2411,service7981.net,domain,Auto-generated indicator,low,2022-04-22,0.83
2412,9.224.120.247,ip,Auto-generated indicator,medium,2026-01-14,0.95
2413,2703642558c10e0fa3cac6c635259503,hash,Auto-generated indicator,low,2026-02-08,0.69
2414,183821bbe43027ab7fcda68228b60765,hash,Auto-generated indicator,medium,2026-01-23,0.64
2415,benign3425.net,domain,Auto-generated indicator,medium,2020-11-27,0.97
2416,181b2b3aa4c8435ded064a46aed92d16,hash,Auto-generated indicator,critical,2023-03-17,0.78
2417,226.118.126.63,ip,Auto-generated indicator,low,2025-03-02,0.59
2418,d92e40a303d91abe1096e01befaab1e0,hash,Auto-generated indicator,medium,2023-08-25,0.81
2419,suspicious3169.net,domain,Auto-generated indicator,high,2024-06-16,0.52
2420,8abf7fb5709a7321ddbf75de2f9fe3a8,hash,Auto-generated indicator,low,2020-12-29,0.87
2421,suspicious3997.info,domain,Auto-generated indicator,low,2022-08-12,0.92
2422,ec703876eca8175fce14486869a84468,hash,Auto-generated indicator,low,2026-02-19,0.72
2423,benign4806.org,domain,Auto-generated indicator,low,2021-08-28,0.57
2424,790397a2cc763772d8262bd08f4024b5,hash,Auto-generated indicator,low,2023-11-12,0.89
2425,secure8756.org,domain,Auto-generated indicator,low,2022-04-24,0.79
2426,127.126.7.49,ip,Auto-generated indicator,low,2025-06-02,0.73
2427,malicious3163.net,domain,Auto-generated indicator,high,2021-03-13,0.64
2428,197.212.174.249,ip,Auto-generated indicator,medium,2025-08-17,0.95
2429,49.248.181.247,ip,Auto-generated indicator,medium,2023-07-01,0.82
2430,portal4426.info,domain,Auto-generated indicator,high,2023-06-21,0.61
2431,131.76.171.73,ip,Auto-generated indicator,low,2026-04-01,0.96
2432,7e2ea0773e083c79ff5e63c122fd5611,hash,Auto-generated indicator,medium,2022-07-04,0.77
2433,secure9044.net,domain,Auto-generated indicator,high,2022-12-27,0.76
2434,21a9d531737954b720e4481c14dae6e8,hash,Auto-generated indicator,low,2022-12-17,0.59
2435,update8803.org,domain,Auto-generated indicator,high,2025-07-31,0.69
2436,239.112.186.213,ip,Auto-generated indicator,medium,2025-01-07,0.9
2437,158.246.255.234,ip,Auto-generated indicator,high,2022-03-31,0.98
2438,117.90.242.171,ip,Auto-generated indicator,high,2023-06-28,0.68
2439,4513faa4129d90ac5b458c10817ea556,hash,Auto-generated indicator,medium,2025-06-29,0.43
2440,20f5837c91458cdd1ffd974ac8071404,hash,Auto-generated indicator,medium,2025-09-26,0.85
2441,56.155.98.188,ip,Auto-generated indicator,low,2021-03-11,0.85
2442,139.77.36.24,ip,Auto-generated indicator,high,2022-09-11,0.89
2443,d858d7f02f3358192679ef82fe9e3edc,hash,Auto-generated indicator,critical,2025-04-02,0.61
2444,4623a319de53adb8c7ab824376da7f54,hash,Auto-generated indicator,low,2021-09-12,0.56
2445,4d85f644b364c4da970be0a37708ed7d,hash,Auto-generated indicator,low,2021-04-21,0.63
2446,11.135.61.204,ip,Auto-generated indicator,medium,2024-09-06,0.76
2447,malicious9771.info,domain,Auto-generated indicator,low,2020-12-21,0.51
2448,147.214.146.158,ip,Auto-generated indicator,low,2021-10-28,0.87
2449,portal404.net,domain,Auto-generated indicator,medium,2024-03-14,0.55
2450,70a6125046664a3a541489635d5582ed,hash,Auto-generated indicator,critical,2025-01-23,0.59
2451,193.159.160.18,ip,Auto-generated indicator,low,2026-03-03,0.53
2452,f5c4cccb222e43244381eaba9e672012,hash,Auto-generated indicator,low,2023-11-16,0.62
2453,777c4f707cf9141513ee83c724e88772,hash,Auto-generated indicator,low,2023-04-07,0.46
2454,159.2.235.129,ip,Auto-generated indicator,low,2025-03-26,0.64
2455,219.205.182.200,ip,Auto-generated indicator,low,2021-08-26,0.57
2456,14.80.76.218,ip,Auto-generated indicator,medium,2023-09-20,0.77
2457,7162de621f0f70704b23d507a3afe812,hash,Auto-generated indicator,low,2023-04-11,0.92
2458,benign491.net,domain,Auto-generated indicator,low,2024-12-11,0.98
2459,3323061b6b43278476841b8620db6421,hash,Auto-generated indicator,critical,2024-10-27,0.78
2460,214.109.40.79,ip,Auto-generated indicator,medium,2023-05-18,0.5
2461,14.62.198.220,ip,Auto-generated indicator,low,2022-04-11,0.75
2462,b4048a11a03ebe34f7616b4b70836c01,hash,Auto-generated indicator,low,2023-12-26,0.57
2463,164.101.234.144,ip,Auto-generated indicator,low,2025-03-23,0.95
2464,suspicious9191.info,domain,Auto-generated indicator,medium,2025-05-21,0.66
2465,benign9829.com,domain,Auto-generated indicator,low,2024-10-16,0.98
2466,baa049591930d6051f359fd455410f2b,hash,Auto-generated indicator,low,2026-05-17,0.43
2467,suspicious1692.com,domain,Auto-generated indicator,low,2022-12-26,0.43
2468,login333.org,domain,Auto-generated indicator,low,2023-08-30,0.65
2469,100.227.104.110,ip,Auto-generated indicator,medium,2024-05-26,0.69
2470,accounts7039.org,domain,Auto-generated indicator,low,2025-07-24,0.47
2471,247.158.164.146,ip,Auto-generated indicator,medium,2023-04-22,0.43
2472,234.21.202.200,ip,Auto-generated indicator,medium,2025-02-11,0.94
2473,accounts7927.info,domain,Auto-generated indicator,high,2026-04-18,0.69
2474,4d36d0111e655b4852e5fdf75e7aa83f,hash,Auto-generated indicator,low,2023-05-25,0.5
2475,229.11.86.148,ip,Auto-generated indicator,medium,2024-02-06,0.93
2476,portal8778.com,domain,Auto-generated indicator,medium,2024-12-10,0.88
2477,3e9c8c26c3395b91e09d315e1806be4f,hash,Auto-generated indicator,high,2024-11-05,0.67
2478,login4101.info,domain,Auto-generated indicator,medium,2021-11-27,0.41
2479,57f8911a71e1b182495ede13cdd52f92,hash,Auto-generated indicator,medium,2024-12-14,0.89
2480,155.19.157.234,ip,Auto-generated indicator,high,2024-12-20,0.67
2481,99.133.136.229,ip,Auto-generated indicator,high,2024-05-04,0.86
2482,fbb82d390177cf03576d06c626e74a32,hash,Auto-generated indicator,low,2022-11-02,0.63
2483,suspicious3580.net,domain,Auto-generated indicator,medium,2024-01-20,0.91
2484,d4964c4c419c59f8273ad2c4d3378af3,hash,Auto-generated indicator,medium,2024-12-06,0.66
2485,c892d8f095b8216cdccbe9828d60fd21,hash,Auto-generated indicator,critical,2024-02-16,0.56
2486,831e425a5bbae86144036b3bd6e9aea5,hash,Auto-generated indicator,low,2024-06-02,0.52
2487,24fa6d430f4d3c8659cf78ccb9a7d8da,hash,Auto-generated indicator,high,2022-08-26,0.5
2488,054f4fb1b5bb7d277accf5f91a3f45e8,hash,Auto-generated indicator,low,2021-02-17,0.93
2489,portal6477.net,domain,Auto-generated indicator,low,2022-11-27,0.49
2490,update1178.net,domain,Auto-generated indicator,high,2021-03-16,0.4
2491,63.133.212.79,ip,Auto-generated indicator,medium,2023-11-14,0.99
2492,247.164.196.145,ip,Auto-generated indicator,medium,2026-01-29,0.45
2493,3ee4d0621550eabe022e8ce613ab9bb1,hash,Auto-generated indicator,critical,2023-06-22,0.53
2494,198.15.65.225,ip,Auto-generated indicator,medium,2022-04-14,0.45
2495,4.182.85.32,ip,Auto-generated indicator,low,2023-10-22,0.91
2496,secure4808.org,domain,Auto-generated indicator,low,2022-01-20,0.65
2497,45b86c7b358ea17d59d6ebc43c65b593,hash,Auto-generated indicator,low,2023-12-21,0.87
2498,suspicious8594.info,domain,Auto-generated indicator,high,2022-12-11,0.62
2499,e68fafc5f2afefa52a23b1eac144522b,hash,Auto-generated indicator,low,2024-10-22,0.85
2500,29a3f386e5e226e9d06cca343e8faa0e,hash,Auto-generated indicator,low,2024-02-19,0.91
2501,38df6b734bf7ef6e9750f3eb8e69f964,hash,Auto-generated indicator,low,2025-02-27,0.77
2502,4436d7c8b844a1ca8116a515142074be,hash,Auto-generated indicator,high,2022-07-22,0.48
2503,164.90.158.168,ip,Auto-generated indicator,low,2023-02-24,0.64
2504,67da7e48f2a596645dc5ed5752cadf5c,hash,Auto-generated indicator,medium,2023-06-23,0.79
2505,138b9c58a06136d8dde53c9096e722db,hash,Auto-generated indicator,medium,2023-04-11,0.63
2506,b81627fcb3eb2e4b1a1dcd135fa84523,hash,Auto-generated indicator,low,2023-01-16,0.93
